,unmasked_text,masked_text,phone_number,target
2277,Hello Reina. We're missing your address. Please help us update our records by providing your address via email (Carolyn95@yahoo.com) or phone (+76-045 597 9200).,Hello [FIRSTNAME_1]. We're missing your address. Please help us update our records by providing your address via email ([EMAIL_1]) or phone ([PHONENUMBER_1]).,+76-045 597 9200,TEL
2278,"Staff health screenings scheduled to take place on 8th May in West Midlands, Prince Edward Island. For concerns, contact Ferne on square bracket4663 759.2155.","Staff health screenings scheduled to take place on [DATE_1] in [COUNTY_1], [STATE_1]. For concerns, contact [FIRSTNAME_1] on square bracket[PHONENUMBER_1].",4663 759.2155,TEL
2279,"Project management kick-off meeting will be held at [28.7437,83.0043] on 13:32. Assistant should be aware of changes. If you are unable to attend, call in via 03197 99851.","Project management kick-off meeting will be held at [NEARBYGPSCOORDINATE_1] on [TIME_1]. [JOBTYPE_1] should be aware of changes. If you are unable to attend, call in via [PHONENUMBER_1].",03197 99851,TEL
2280,"Brady Gottlieb, a severe operational crisis arose involving your job area - Quality at Stiedemann LLC. Swift action is required. Ensure immediate contact via Mertie_Kshlerin13@gmail.com or 0540 89100960. Remain cautious.","[FIRSTNAME_1] [LASTNAME_1], a severe operational crisis arose involving your job area - [JOBAREA_1] at [COMPANYNAME_1]. Swift action is required. Ensure immediate contact via [EMAIL_1] or [PHONENUMBER_1]. Remain cautious.",0540 89100960,O
2281,Greetings Mr. Fritsch! I am planning an event on advances in fertility and hormonal treatments. I believe your specialised knowledge would be a great asset. Would you be interested in attending? Kindly let me know via email at Christopher_Tromp@yahoo.com or call me back at 02026.180417.,Greetings [PREFIX_1] [LASTNAME_1]! I am planning an event on advances in fertility and hormonal treatments. I believe your specialised knowledge would be a great asset. Would you be interested in attending? Kindly let me know via email at [EMAIL_1] or call me back at [PHONENUMBER_1].,02026.180417,O
2282,"Dear Ms. Kuhn, could you spare a moment to give your valuable insight on organizing new extracurricular activities? Please contact me on 075.110.4648.","Dear [PREFIX_1] [LASTNAME_1], could you spare a moment to give your valuable insight on organizing new extracurricular activities? Please contact me on [PHONENUMBER_1].",075.110.4648,TEL
2283,"Good day, District Solutions Associate. A conference on Education Leadership will be held in the Southwest quadrant of campus. Kindly confirm attendance by clicking on the link shared with your Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5)  AppleWebKit/534.2.1 (KHTML, like Gecko) Chrome/20.0.880.0 Safari/534.2.1. Phone number for venue: 01.2478 0998.","Good day, [JOBTITLE_1]. A conference on Education Leadership will be held in the [ORDINALDIRECTION_1] quadrant of campus. Kindly confirm attendance by clicking on the link shared with your [USERAGENT_1]. Phone number for venue: [PHONENUMBER_1].",01.2478 0998,O
2284,"Dear Ms. Heather, we are writing to remind you about your therapy session scheduled for 28/03/1997 at 1:51 PM. Email Helen_Emmerich@yahoo.com or call us at +229.568 218-8662 to confirm your appointment. We look forward to seeing you soon.","Dear [PREFIX_1] [FIRSTNAME_1], we are writing to remind you about your therapy session scheduled for [DATE_1] at [TIME_1]. Email [EMAIL_1] or call us at [PHONENUMBER_1] to confirm your appointment. We look forward to seeing you soon.",+229.568 218-8662,O
2285,Patient Pansy Lind with account number 02817694 is booked for a cleaning session on 6th May at 05. He does not have any known allergy. Confirmation SMS sent to 06.60-89-93.87.,Patient [FIRSTNAME_1] [LASTNAME_1] with account number [ACCOUNTNUMBER_1] is booked for a cleaning session on [DATE_1] at [TIME_1]. He does not have any known allergy. Confirmation SMS sent to [PHONENUMBER_1].,06.60-89-93.87,O
2286,"Hello Gregoria, we wanted to ensure you received the materials for our next discussion during your therapy session. Please download them from https://waterlogged-producer.info and let us know via Shanie49@hotmail.com or +272 60.465 1049 if there are any issues.","Hello [FIRSTNAME_1], we wanted to ensure you received the materials for our next discussion during your therapy session. Please download them from [URL_1] and let us know via [EMAIL_1] or [PHONENUMBER_1] if there are any issues.",+272 60.465 1049,O
2287,"Jayme, we noted your new job title Future Branding Consultant with Mills and Sons. This may affect your estate planning evaluation depending on your new benefits package. Please call (94).7028 5405 for a discussion.","[FIRSTNAME_1], we noted your new job title [JOBTITLE_1] with [COMPANYNAME_1]. This may affect your estate planning evaluation depending on your new benefits package. Please call [PHONENUMBER_1] for a discussion.",(94).7028 5405,O
2288,We offer scholarships for outstanding 74 old students. Contact us on 06-08.51-51-83 for more information.,We offer scholarships for outstanding [AGE_1] old students. Contact us on [PHONENUMBER_1] for more information.,06-08.51-51-83,O
2289,"Requesting parent volunteers for our after-school support program. There're several spots open for 55132-0448 residents. Please call +17.78-875.4728 for details. Travel expenses reimbursed, just remember to keep receipts!","Requesting parent volunteers for our after-school support program. There're several spots open for [ZIPCODE_1] residents. Please call [PHONENUMBER_1] for details. Travel expenses reimbursed, just remember to keep receipts!",+17.78-875.4728,O
2290,"Hi, I'm Reese from Paucek - Littel. We've recently encountered some puzzling cases in our work on adrenal disorders. Would you be free for a phone consultation at 5:17pm on 22/11/2005? You can reach me at +52.794 038.0317. Looking forward to your insights.","Hi, I'm [MIDDLENAME_1] from [COMPANYNAME_1]. We've recently encountered some puzzling cases in our work on adrenal disorders. Would you be free for a phone consultation at [TIME_1] on [DATE_1]? You can reach me at [PHONENUMBER_1]. Looking forward to your insights.",+52.794 038.0317,TEL
2291,"Dear Dr. Upton, hope you are doing well. We wish to discuss the schedule for the extracurricular activities that'll start from next week. Could you please confirm a suitable time for the call? Contact me at +427.03.635 1874.","Dear [PREFIX_1] [LASTNAME_1], hope you are doing well. We wish to discuss the schedule for the extracurricular activities that'll start from next week. Could you please confirm a suitable time for the call? Contact me at [PHONENUMBER_1].",+427.03.635 1874,O
2292,"Jacobson, the amount $764626.64 has been debited from your account 66848918 towards health insurance premium of account Checking Account. For more details, call us on +51.02.538 5609.","[LASTNAME_1], the amount [CURRENCYSYMBOL_1][AMOUNT_1] has been debited from your account [ACCOUNTNUMBER_1] towards health insurance premium of account [ACCOUNTNAME_1]. For more details, call us on [PHONENUMBER_1].",+51.02.538 5609,O
2293,"Hello, upcoming group therapy session on 8/69 in North Yorkshire might be of interest to you. Kindly respond on (012) 6811774 if interested.","Hello, upcoming group therapy session on [DATE_1] in [COUNTY_1] might be of interest to you. Kindly respond on [PHONENUMBER_1] if interested.",(012) 6811774,O
2294,"Jackson, our Sports Club is organizing a badminton match on 04/05/1966. Please call 00351 90454 if you're interested.","[FIRSTNAME_1], our Sports Club is organizing a badminton match on [DATE_1]. Please call [PHONENUMBER_1] if you're interested.",00351 90454,TEL
2295,"Good day, Mrs. Brakus. The school board is considering some interesting ideas for extracurricular activities, and we'd love to hear your thoughts. You may reach me at +186-845 252-2957.","Good day, [PREFIX_1] [LASTNAME_1]. The school board is considering some interesting ideas for extracurricular activities, and we'd love to hear your thoughts. You may reach me at [PHONENUMBER_1].",+186-845 252-2957,O
2296,"Classroom management to secure 139.28.136.206, 1JmMAX8CAmZ8AWd7FUtJGnKnLmbttJ, 756.2977.4570 by October 14, 1911. The parent of Male's child must sign the form. Call 03-08 53 23-07 for important issues.","Classroom management to secure [IPV4_1], [BITCOINADDRESS_1], [SSN_1] by [DOB_1]. The parent of [SEX_1]'s child must sign the form. Call [PHONENUMBER_1] for important issues.",03-08 53 23-07,O
2297,"Due to her ongoing recovery, Eldora Skiles will require an at-home nurse visit. Please contact 054-2659-6751 to schedule it at the earliest convenience.","Due to her ongoing recovery, [FIRSTNAME_1] [LASTNAME_1] will require an at-home nurse visit. Please contact [PHONENUMBER_1] to schedule it at the earliest convenience.",054-2659-6751,O
2298,"Augusta, your visa card 1024199790304862 was declined. Can you please get in touch with me at Reinhold.Ebert23@yahoo.com or call me on 08758 43699?","[FIRSTNAME_1], your [CREDITCARDISSUER_1] card [CREDITCARDNUMBER_1] was declined. Can you please get in touch with me at [EMAIL_1] or call me on [PHONENUMBER_1]?",08758 43699,TEL
2299,Reshipment for uBNRIYvtReg9 product ordered via 1yUuxa8hpGfQcp2skhtNuL9b5Gp1pKE. Notify updates at 5757-667.8476.,Reshipment for [PASSWORD_1] product ordered via [BITCOINADDRESS_1]. Notify updates at [PHONENUMBER_1].,5757-667.8476,TEL
2300,Congrats to students shown remarkable progress in their behavior scores this term! Rewards can be collected from room 329. Contact 07-6319.4604 for details.,Congrats to students shown remarkable progress in their behavior scores this term! Rewards can be collected from room [BUILDINGNUMBER_1]. Contact [PHONENUMBER_1] for details.,07-6319.4604,O
2301,"Join our Positive Psychology classes taking place on 23th April. For those who can't make it, we have online option available at https://joyous-woodland.biz/. For course fees and other details, contact us at +639 61-525 6824.","Join our Positive Psychology classes taking place on [DATE_1]. For those who can't make it, we have online option available at [URL_1]. For course fees and other details, contact us at [PHONENUMBER_1].",+639 61-525 6824,O
2302,"Hello Dr., the claim for your spouse's treatment for amount ₨276972 has been approved successfully. The amount has been withdrawn from her Money Market Account76948092. If you have any questions, you can contact us on (448).2386231 or write us at Travon_Gusikowski83@hotmail.com.","Hello [PREFIX_1], the claim for your spouse's treatment for amount [CURRENCYSYMBOL_1][AMOUNT_1] has been approved successfully. The amount has been withdrawn from her [ACCOUNTNAME_1][ACCOUNTNUMBER_1]. If you have any questions, you can contact us on [PHONENUMBER_1] or write us at [EMAIL_1].",(448).2386231,O
2303,"Gender nonconforming patient Haley's surgery date is 31th March. The confirmation of appointment has been sent on Sylvan_White40@gmail.com. For any finance related matters, you can reach out to her through 093 224.2610. Her Credit Card Account's current balance is kr144459.65.","[GENDER_1] patient [LASTNAME_1]'s surgery date is [DATE_1]. The confirmation of appointment has been sent on [EMAIL_1]. For any finance related matters, you can reach out to her through [PHONENUMBER_1]. Her [ACCOUNTNAME_1]'s current balance is [CURRENCYSYMBOL_1][AMOUNT_1].",093 224.2610,O
2304,"Hello Etha, please process your payment for the Life Skills Education course to this account SA3084979A9G107782C22F1F to confirm enrollment. For queries, reach out to our course coordinator at +004.239-393.9779.","Hello [FIRSTNAME_1], please process your payment for the Life Skills Education course to this account [IBAN_1] to confirm enrollment. For queries, reach out to our course coordinator at [PHONENUMBER_1].",+004.239-393.9779,O
2305,"Hi team, today's meeting at 1 will discuss ways to automate data entry tasks using macros and python scripts. 021-2713 3615 is the conference call number.","Hi team, today's meeting at [TIME_1] will discuss ways to automate data entry tasks using macros and python scripts. [PHONENUMBER_1] is the conference call number.",021-2713 3615,O
2306,"Health Alert: An outbreak of a rare infectious disease has been detected in [35.6118,-65.5327]. Stay informed through our emergency line 076-4098.0045.",Health Alert: An outbreak of a rare infectious disease has been detected in [NEARBYGPSCOORDINATE_1]. Stay informed through our emergency line [PHONENUMBER_1].,076-4098.0045,O
2307,"Your prescribed medicines are available for pickup at the nearby Geriatrics Pharmacy. To confirm, please call back at +70.225-659 3965 within 8:15 AM.","Your prescribed medicines are available for pickup at the nearby Geriatrics Pharmacy. To confirm, please call back at [PHONENUMBER_1] within [TIME_1].",+70.225-659 3965,TEL
2308,Regional Identity Producer to be appointed as adviser for the meeting on environmental policies happening in East Sussex. Contact on ph: 016.9028-6251. Expenses to be charged on 2521514143549402.,[JOBTITLE_1] to be appointed as adviser for the meeting on environmental policies happening in [COUNTY_1]. Contact on ph: [PHONENUMBER_1]. Expenses to be charged on [CREDITCARDNUMBER_1].,016.9028-6251,O
2309,"Your funding application made on 21/01/1998 was successful. Use your account BE81034015089424 to access your educational funds. Need any help, call on (600) 6242198.","Your funding application made on [DOB_1] was successful. Use your account [IBAN_1] to access your educational funds. Need any help, call on [PHONENUMBER_1].",(600) 6242198,O
2310,"Classroom management plan at 21441. Documents to be secured with 78.242.6.233, 3HANP3eCadTZew7djC3o5C63R5K, 772-37-8081. Should be updated on 22nd January. Contact via 01772 127974 with any problems.","Classroom management plan at [BUILDINGNUMBER_1]. Documents to be secured with [IPV4_1], [BITCOINADDRESS_1], [SSN_1]. Should be updated on [DOB_1]. Contact via [PHONENUMBER_1] with any problems.",01772 127974,O
2311,We are excited to announce that District Identity Technician will be speaking on mental health awareness in Wisconsin. You can join the call at 17 using this IPV4: 25.176.118.36 or contact us at +762 007-252.6638.,We are excited to announce that [JOBTITLE_1] will be speaking on mental health awareness in [STATE_1]. You can join the call at [TIME_1] using this IPV4: [IPV4_1] or contact us at [PHONENUMBER_1].,+762 007-252.6638,O
2312,"Hello, Ms. Collier. We are planning on holding a meeting next week to discuss the upcoming extracurricular activities. You can reach me at +72 10.110 8562 to discuss a suitable time.","Hello, [PREFIX_1] [LASTNAME_1]. We are planning on holding a meeting next week to discuss the upcoming extracurricular activities. You can reach me at [PHONENUMBER_1] to discuss a suitable time.",+72 10.110 8562,O
2313,"Hi Finley, we've noticed an increased emphasis on mental health at the Windmill Lane location. Could you kindly shed more light on this practice? Also, your phone number seems changed. Is it 0160-779 4528?","Hi [MIDDLENAME_1], we've noticed an increased emphasis on mental health at the [STREET_1] location. Could you kindly shed more light on this practice? Also, your phone number seems changed. Is it [PHONENUMBER_1]?",0160-779 4528,TEL
2314,"Payment from Dillon Breitenberg in the amount of Brazilian Real 934.8008k for a training course has been successfully processed. The materials are sent to Suite 266 and email at Korbin_White@hotmail.com. For queries, please reach out to us at 090 6057-6097.","Payment from [FIRSTNAME_1] [LASTNAME_1] in the amount of [CURRENCY_1] [AMOUNT_1] for a training course has been successfully processed. The materials are sent to [SECONDARYADDRESS_1] and email at [EMAIL_1]. For queries, please reach out to us at [PHONENUMBER_1].",090 6057-6097,O
2315,"Bulk vaccine orders to FI3143035830078657. Use the buyer's ID code 9479 to make payments. For any issues, reach out at +773-89 252-8032.","Bulk vaccine orders to [IBAN_1]. Use the buyer's ID code [PIN_1] to make payments. For any issues, reach out at [PHONENUMBER_1].",+773-89 252-8032,O
2316,Sent contract extension for talented player Elroy.Batz to your Angelica12@gmail.com. Need quick response due to market pressure. Please confirm receipt. Any questions? Call +622.378.112-0440.,Sent contract extension for talented player [USERNAME_1] to your [EMAIL_1]. Need quick response due to market pressure. Please confirm receipt. Any questions? Call [PHONENUMBER_1].,+622.378.112-0440,O
2317,"Please find enclosed document regarding the recent international law case. If you have questions, do not hesitate to contact me at this (233) 3023511. All documents to include GFNBUA0S and 77252487.","Please find enclosed document regarding the recent international law case. If you have questions, do not hesitate to contact me at this [PHONENUMBER_1]. All documents to include [BIC_1] and [ACCOUNTNUMBER_1].",(233) 3023511,O
2318,"The contact for our healthcare policy analyst, Juvenal Corey Kautzer, is 015 533-3727. She can assist with questions on policy. For secure communciation, use the Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:2.0; AR) AppleWebKit/531.0.1 (KHTML, like Gecko) Version/4.0.5 Safari/531.0.1 browser.","The contact for our healthcare policy analyst, [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1], is [PHONENUMBER_1]. She can assist with questions on policy. For secure communciation, use the [USERAGENT_1] browser.",015 533-3727,O
2319,"Our team at Braun Group is looking into an incident that occurred on Willard Way near [-85.481,-69.2034] on 26/03/1949. Contact 04-2862.2630 for updates, safety remains our priority.","Our team at [COMPANYNAME_1] is looking into an incident that occurred on [STREET_1] near [NEARBYGPSCOORDINATE_1] on [DOB_1]. Contact [PHONENUMBER_1] for updates, safety remains our priority.",04-2862.2630,O
2320,"All meeting points have coordinates [57.5306,169.1406]. Contact Dr. Finley (067-3878146) if you can't find the location.",All meeting points have coordinates [NEARBYGPSCOORDINATE_1]. Contact Dr. [MIDDLENAME_1] ([PHONENUMBER_1]) if you can't find the location.,067-3878146,O
2321,Ms. Arturo needs your expertise in immigration law. She is 62 years old and currently dealing with immigration. Reach out to us at +61 535 516 1045 or Josiane31@yahoo.com.,[PREFIX_1] [FIRSTNAME_1] needs your expertise in immigration law. She is [AGE_1] and currently dealing with immigration. Reach out to us at [PHONENUMBER_1] or [EMAIL_1].,+61 535 516 1045,TEL
2322,"I am Shyann Schuster, working as a District Usability Manager at Ferry, Kassulke and Veum. We are planning a pediatric camp in Valliecester, Fife. You can reach me via Bret.Adams@gmail.com or contact me at +63.41-637.8098.","I am [FIRSTNAME_1] [LASTNAME_1], working as a [JOBTITLE_1] at [COMPANYNAME_1]. We are planning a pediatric camp in [CITY_1], [COUNTY_1]. You can reach me via [EMAIL_1] or contact me at [PHONENUMBER_1].",+63.41-637.8098,O
2323,"Echocardiogram results for Rachel are now available, who was first examined on 9/75. Please contact us at +485.309 038-1659.","Echocardiogram results for [FIRSTNAME_1] are now available, who was first examined on [DATE_1]. Please contact us at [PHONENUMBER_1].",+485.309 038-1659,O
2324,We have sent your monthly medical dosage details to patients at Zipcode 45322-2531. Please provide your SSN 75690470190 to confirm the record details. Contact us at +493-611-818-1527 for any assistance.,We have sent your monthly medical dosage details to patients at Zipcode [ZIPCODE_1]. Please provide your SSN [SSN_1] to confirm the record details. Contact us at [PHONENUMBER_1] for any assistance.,+493-611-818-1527,O
2325,"Man, please call us on 0103.57367970 immediately regarding your child's health status.","[GENDER_1], please call us on [PHONENUMBER_1] immediately regarding your child's health status.",0103.57367970,O
2326,"Greenholt Bypass franchise, your bill is due. Pay TT$ using 5661027656864388 before next week. Update us at 032-344.8817.","[STREET_1] franchise, your bill is due. Pay [CURRENCYSYMBOL_1] using [CREDITCARDNUMBER_1] before next week. Update us at [PHONENUMBER_1].",032-344.8817,O
2327,"Hi Quincy,  We have just signed an agreement with a new edtech vendor. You can access their resources at LWAomhkd4NoL35GJmiwHnoD6W3kC8g. Purchases can be done via transfers. Contact us at +970-262 046-9389 if you need assistance.","Hi [FIRSTNAME_1],  We have just signed an agreement with a new edtech vendor. You can access their resources at [LITECOINADDRESS_1]. Purchases can be done via transfers. Contact us at [PHONENUMBER_1] if you need assistance.",+970-262 046-9389,O
2328,"Hello, Mrs.. Our records indicate that we have an upcoming appointment for you on 08/11/2004 at 6:28 PM. If you need to change this appointment or have any questions, please call us at +35 103 645.8957.","Hello, [PREFIX_1]. Our records indicate that we have an upcoming appointment for you on [DATE_1] at [TIME_1]. If you need to change this appointment or have any questions, please call us at [PHONENUMBER_1].",+35 103 645.8957,TEL
2329,"If there's any info you need on the recent endocrine study on 79, dial 05852.91731.","If there's any info you need on the recent endocrine study on [AGE_1], dial [PHONENUMBER_1].",05852.91731,O
2330,Contact 0407.52702536 for discussion occurring at Derbyshire regarding university courses.,Contact [PHONENUMBER_1] for discussion occurring at [COUNTY_1] regarding university courses.,0407.52702536,O
2331,"I would like everyone to welcome our new Agent, Neva Bartell. Jaden will provide an orientation tour. Any issues, please call at (21) 8219 7863.","I would like everyone to welcome our new [JOBTYPE_1], [FIRSTNAME_1] [LASTNAME_1]. [MIDDLENAME_1] will provide an orientation tour. Any issues, please call at [PHONENUMBER_1].",(21) 8219 7863,O
2332,"A situation has developed in Padbergchester that needs immediate attention. Randal, the individual in crisis, has agreed to an intervention. Contact: 047 330 9657.","A situation has developed in [CITY_1] that needs immediate attention. [FIRSTNAME_1], the individual in crisis, has agreed to an intervention. Contact: [PHONENUMBER_1].",047 330 9657,TEL
2333,"Our mental health awareness event with speaker Elva will be held on 05/02/1992 at Elisha Junctions. For questions, please call 079.595.9331 or email Madeline_Runolfsdottir@yahoo.com.","Our mental health awareness event with speaker [FIRSTNAME_1] will be held on [DATE_1] at [STREET_1]. For questions, please call [PHONENUMBER_1] or email [EMAIL_1].",079.595.9331,TEL
2334,"Contact Information:
Name: Mrs. Salvador Kai Cormier
Date of Birth: 24th January
Email: Nichole_Turner-Heller96@yahoo.com
Phone Number: 03173-49604
Gender: Genderqueer
Address: Polly Fall 344 Apt. 603 Port Raytown Illinois 09249

Legal Specifications:
Account Number: 53995412
Bank: mastercard
Credit Card Number: 3273761239644142
Bank Transaction Account Name: Money Market Account
IPV4: 208.128.90.72
IPV6: 1c1c:ac1a:0a6e:bb0e:2773:dfde:24af:e8bf

Law Agreement Specifications:
Agreement Date: 1919-07-14T01:58:00.634Z
Agreement Amount: Gibraltar Pound 832766.07","Contact Information:
Name: [PREFIX_1] [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1]
Date of Birth: [DOB_1]
Email: [EMAIL_1]
Phone Number: [PHONENUMBER_1]
Gender: [GENDER_1]
Address: [STREET_1] [BUILDINGNUMBER_1] [SECONDARYADDRESS_1] [CITY_1] [STATE_1] [ZIPCODE_1]

Legal Specifications:
Account Number: [ACCOUNTNUMBER_1]
Bank: [CREDITCARDISSUER_1]
Credit Card Number: [CREDITCARDNUMBER_1]
Bank Transaction Account Name: [ACCOUNTNAME_1]
IPV4: [IPV4_1]
IPV6: [IPV6_1]

Law Agreement Specifications:
Agreement Date: [DATE_1]
Agreement Amount: [CURRENCY_1] [AMOUNT_1]",03173-49604,O
2335,"The administered psychometric tests for Accountability have proven useful. The test was conducted on 2/25 and the candidate completed in 6:33 AM. Test ID was: 7687252873478406. For more details, contact +18-695 233 3044.","The administered psychometric tests for [JOBAREA_1] have proven useful. The test was conducted on [DATE_1] and the candidate completed in [TIME_1]. Test ID was: [MASKEDNUMBER_1]. For more details, contact [PHONENUMBER_1].",+18-695 233 3044,TEL
2336,Annie from Hancock County is interested in law career. Please guide. Call on +75 19-290 4191.,[FIRSTNAME_1] from [COUNTY_1] is interested in law career. Please guide. Call on [PHONENUMBER_1].,+75 19-290 4191,O
2337,"Dear Letitia Taylor, let's review your nutrition guidelines before the big game. Your body needs the right balance of protein, carbs, and fat. Please work on this plan and if you have any questions, reach us at 05382-20657.","Dear [FIRSTNAME_1] [MIDDLENAME_1], let's review your nutrition guidelines before the big game. Your body needs the right balance of protein, carbs, and fat. Please work on this plan and if you have any questions, reach us at [PHONENUMBER_1].",05382-20657,O
2338,Dorothy's parents from Hamilton County will call you at +263-865 576-6352 for career discussion.,[FIRSTNAME_1]'s parents from [COUNTY_1] will call you at [PHONENUMBER_1] for career discussion.,+263-865 576-6352,O
2339,Hey there! Webinar on 'Rights and Duties' in your Tactics starts at 05:05. Join link can be found on your account 45863708. Call us at 8360.356-8397 for assistance.,Hey there! Webinar on 'Rights and Duties' in your [JOBAREA_1] starts at [TIME_1]. Join link can be found on your account [ACCOUNTNUMBER_1]. Call us at [PHONENUMBER_1] for assistance.,8360.356-8397,TEL
2340,"Next therapy session for Cecelia Hauck is scheduled at August 17, 1940 13. Get access to complete therapy plans via https://mammoth-chaplain.com and stay updated. For assistance, use 014.574 0273 or Karli_Simonis@gmail.com.","Next therapy session for [FIRSTNAME_1] [LASTNAME_1] is scheduled at [DATE_1] [TIME_1]. Get access to complete therapy plans via [URL_1] and stay updated. For assistance, use [PHONENUMBER_1] or [EMAIL_1].",014.574 0273,O
2341,"We received a complaint lodged on your Checking Account number 95095627. If you wish us to proceed with the investigation, respond to Carroll78@gmail.com or call our administrative law officer at 01208.93825 before 9:44pm on 11/44","We received a complaint lodged on your [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1]. If you wish us to proceed with the investigation, respond to [EMAIL_1] or call our administrative law officer at [PHONENUMBER_1] before [TIME_1] on [DATE_1]",01208.93825,O
2342,"Dolly Underpass franchise, 95935500, has unusual login activity from e595:2e1e:3e3a:dc0a:2a5f:0763:4120:769f. For password reset, contact through +24-468-938.2495.","[STREET_1] franchise, [ACCOUNTNUMBER_1], has unusual login activity from [IPV6_1]. For password reset, contact through [PHONENUMBER_1].",+24-468-938.2495,TEL
2343,"Good morning, Ms. Yundt. I've recently discovered this new study app. The best part, they provide personalized study plan and much needed accountability. Feel free to contact me at 069.0487926 & Chanelle.Upton@hotmail.com","Good morning, [PREFIX_1] [LASTNAME_1]. I've recently discovered this new study app. The best part, they provide personalized study plan and much needed accountability. Feel free to contact me at [PHONENUMBER_1] & [EMAIL_1]",069.0487926,O
2344,"Alessandro Jacobs, your therapy session is on 2/12 at 19:21. The location is Suite No 380, Waterloo Road Hyattport. Please reply through Murl.Schmidt35@yahoo.com for confirmation. Your fee for this session will be $198039. Convey any inquiries through 4818-522 5478.","[FIRSTNAME_1] [LASTNAME_1], your therapy session is on [DATE_1] at [TIME_1]. The location is Suite No [BUILDINGNUMBER_1], [STREET_1] [CITY_1]. Please reply through [EMAIL_1] for confirmation. Your fee for this session will be [CURRENCYSYMBOL_1][AMOUNT_1]. Convey any inquiries through [PHONENUMBER_1].",4818-522 5478,TEL
2345,"Hello Parents, our next field trip is organized to Turcotte Mission Park. Permission forms can be found on the school website. Please fill out and return by next Monday. If any queries, reach us at +378-71-335 1763.","Hello Parents, our next field trip is organized to [STREET_1] Park. Permission forms can be found on the school website. Please fill out and return by next Monday. If any queries, reach us at [PHONENUMBER_1].",+378-71-335 1763,O
2346,"Ardella, please bring your Intranet employee ID to your appointment on October 27, 1909. Your Male needs different protocol for scanning. Parking is reserved at building 73967. Any problems, please call us at +74.02-189.2687.","[FIRSTNAME_1], please bring your [JOBAREA_1] employee ID to your appointment on [DATE_1]. Your [SEX_1] needs different protocol for scanning. Parking is reserved at building [BUILDINGNUMBER_1]. Any problems, please call us at [PHONENUMBER_1].",+74.02-189.2687,O
2347,"Product marketing campaign is being developed by Hobart. She requests for a meet at Suite 837, Jeffersonville. Please confirm on 09-37-32 60 22.","Product marketing campaign is being developed by [FIRSTNAME_1]. She requests for a meet at [SECONDARYADDRESS_1], [CITY_1]. Please confirm on [PHONENUMBER_1].",09-37-32 60 22,O
2348,"0857-21777391, found a recent breakthrough in cardiology. Might help with Stone's case.","[PHONENUMBER_1], found a recent breakthrough in cardiology. Might help with [FIRSTNAME_1]'s case.",0857-21777391,O
2349,A payment of Baht610836.56 is due for the palliative care services provided to your Male parent. Please contact us at +11-441-278.6015 for payment instructions.,A payment of [CURRENCY_1][AMOUNT_1] is due for the palliative care services provided to your [SEX_1] parent. Please contact us at [PHONENUMBER_1] for payment instructions.,+11-441-278.6015,TEL
2350,"Our organisation is focused on making healthcare more accessible in the Northwest. If you wish to contribute, you can donate to our bitcoin wallet: 1VoqCBysLShwL6JN24b2eeEq1Cm. For any queries, please contact National Optimization Orchestrator at 0842-54782191.","Our organisation is focused on making healthcare more accessible in the [ORDINALDIRECTION_1]. If you wish to contribute, you can donate to our bitcoin wallet: [BITCOINADDRESS_1]. For any queries, please contact [JOBTITLE_1] at [PHONENUMBER_1].",0842-54782191,O
2351,"Regarding the annual medical check-up, our latest devices can help measure your 1.91 m accurately, to set appointments, 0329.71863379.","Regarding the annual medical check-up, our latest devices can help measure your [HEIGHT_1] accurately, to set appointments, [PHONENUMBER_1].",0329.71863379,O
2352,I am reaching out regarding your Male parent. We have arranged a pain management session for them. Can you please confirm the best time to have a conversation? I can be reached at 05133.225536.,I am reaching out regarding your [SEX_1] parent. We have arranged a pain management session for them. Can you please confirm the best time to have a conversation? I can be reached at [PHONENUMBER_1].,05133.225536,O
2353,"Dear all, friendly reminder to send your legal studies coursework to Rosendo24 this week. Don't forget to review the county-specific material for West Glamorgan. You can reach Izabella.Stanton47 at (25) 6557-2086.","Dear all, friendly reminder to send your legal studies coursework to [USERNAME_1] this week. Don't forget to review the county-specific material for [COUNTY_1]. You can reach [USERNAME_2] at [PHONENUMBER_1].",(25) 6557-2086,O
2354,Account 64818967 from Saxony-Anhalt is requesting a change to their Technician. Please contact at 6191.100-4249.,Account [ACCOUNTNUMBER_1] from [STATE_1] is requesting a change to their [JOBTYPE_1]. Please contact at [PHONENUMBER_1].,6191.100-4249,TEL
2355,"New insights in endocrinology around hormonal disorders in Bigender, aged 60 years. Let's discuss, contact me via 1083-554.7526.","New insights in endocrinology around hormonal disorders in [GENDER_1], aged [AGE_1]. Let's discuss, contact me via [PHONENUMBER_1].",1083-554.7526,TEL
2356,Considering a constitutional violation by Prosacco and Sons as reported by Sage_Crona39. Let's conduct a teleconference at +052 447-659-9100 to discuss.,Considering a constitutional violation by [COMPANYNAME_1] as reported by [USERNAME_1]. Let's conduct a teleconference at [PHONENUMBER_1] to discuss.,+052 447-659-9100,O
