Unnamed: 0,unmasked_text,masked_text,privacy_mask,bio_labels
696,"Hey Madisyn, based on your latest medical research article, I'd like to discuss a few points. Could we set up a call at 26/01/1989 on your +41-844-136.5881?","Hey [FIRSTNAME_1], based on your latest medical research article, I'd like to discuss a few points. Could we set up a call at [DOB_1] on your [PHONENUMBER_1]?","{'[FIRSTNAME_1]': 'Madisyn', '[DOB_1]': '26/01/1989', '[PHONENUMBER_1]': '+41-844-136.5881'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOB_1', 'O', 'O', 'B-PHONENUMBER_1']"
697,"Patient Female, aged 92 years, showcased alarming symptoms. No recent travel history. Situated at 42611-2676 which belongs to Southwest region.","Patient [SEX_1], aged [AGE_1] years, showcased alarming symptoms. No recent travel history. Situated at [ZIPCODE_1] which belongs to [ORDINALDIRECTION_1] region.","{'[SEX_1]': 'Female', '[AGE_1]': '92', '[ZIPCODE_1]': '42611-2676', '[ORDINALDIRECTION_1]': 'Southwest'}","['O', 'B-SEX_1', 'O', 'B-AGE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ZIPCODE_1', 'O', 'O', 'O', 'B-ORDINALDIRECTION_1', 'O']"
698,"Hi Lance, your last payment for the remedial classes from account Checking Account bounced back. Please check your account and retry.","Hi [FIRSTNAME_1], your last payment for the remedial classes from account [ACCOUNTNAME_1] bounced back. Please check your account and retry.","{'[FIRSTNAME_1]': 'Lance', '[ACCOUNTNAME_1]': 'Checking Account'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNAME_1', 'I-ACCOUNTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
699,Upcoming technician visit to service ICU equipment. All costs will be taken care of by 8935804993331756 to diners_club.,Upcoming technician visit to service ICU equipment. All costs will be taken care of by [CREDITCARDNUMBER_1] to [CREDITCARDISSUER_1].,"{'[CREDITCARDNUMBER_1]': '8935804993331756', '[CREDITCARDISSUER_1]': 'diners_club'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CREDITCARDNUMBER_1', 'O', 'B-CREDITCARDISSUER_1']"
700,"Dr. Nikolaus, could you kindly provide literature on coping techniques for work-related anxiety and stress? Please send to Jannie66@yahoo.com with a copy to myself.","[PREFIX_1] [LASTNAME_1], could you kindly provide literature on coping techniques for work-related anxiety and stress? Please send to [EMAIL_1] with a copy to myself.","{'[PREFIX_1]': 'Dr.', '[LASTNAME_1]': 'Nikolaus', '[EMAIL_1]': 'Jannie66@yahoo.com'}","['B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O', 'O']"
701,"Ms. Hessel, we are organizing a free tutors' meet-up in Port Ramiroton, Auvergne-RhÃ´ne-Alpes and we'd love you to be a part of it. If you're interested, please visit our website https://damp-sneeze.com/.","[PREFIX_1] [LASTNAME_1], we are organizing a free tutors' meet-up in [CITY_1], [STATE_1] and we'd love you to be a part of it. If you're interested, please visit our website [URL_1].","{'[PREFIX_1]': 'Ms.', '[LASTNAME_1]': 'Hessel', '[CITY_1]': 'Port Ramiroton', '[STATE_1]': 'Auvergne-RhÃ´ne-Alpes', '[URL_1]': 'https://damp-sneeze.com/'}","['B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY_1', 'I-CITY_1', 'B-STATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-URL_1']"
702,"Hello Rowan, we are delighted to inform you that we have finalized your contract for providing Humanistic Therapy sessions. We noticed your 75665731495 is missing from the contract. Kindly provide it at your earliest convenience.","Hello [MIDDLENAME_1], we are delighted to inform you that we have finalized your contract for providing Humanistic Therapy sessions. We noticed your [SSN_1] is missing from the contract. Kindly provide it at your earliest convenience.","{'[MIDDLENAME_1]': 'Rowan', '[SSN_1]': '75665731495'}","['O', 'B-MIDDLENAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SSN_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
703,We need a detailed comparative analysis of Seychelles Rupee vs Ethiopian Birr by 1934-11-08T18:59:16.592Z. Report to be submitted to Frederick,We need a detailed comparative analysis of [CURRENCY_1] vs [CURRENCYNAME_1] by [DATE_1]. Report to be submitted to [FIRSTNAME_1],"{'[CURRENCY_1]': 'Seychelles Rupee', '[CURRENCYNAME_1]': 'Ethiopian Birr', '[DATE_1]': '1934-11-08T18:59:16.592Z', '[FIRSTNAME_1]': 'Frederick'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CURRENCY_1', 'I-CURRENCY_1', 'O', 'B-CURRENCYNAME_1', 'I-CURRENCYNAME_1', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'B-FIRSTNAME_1']"
704,"Alert! Esperanza was found by her vehicle, a black Ford with the VIN: RYJ8ST42WYJH89433. She's conscious, but in severe pain.","Alert! [FIRSTNAME_1] was found by her vehicle, a black Ford with the VIN: [VEHICLEVIN_1]. She's conscious, but in severe pain.","{'[FIRSTNAME_1]': 'Esperanza', '[VEHICLEVIN_1]': 'RYJ8ST42WYJH89433'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICLEVIN_1', 'O', 'O', 'O', 'O', 'O', 'O']"
705,"Our health psychology department would like to have an individual meeting with Ally_Corkery. We will discuss the impact of current lifestyle on their health. This will be scheduled on April 16, 1959. Please confirm your participation.",Our health psychology department would like to have an individual meeting with [USERNAME_1]. We will discuss the impact of current lifestyle on their health. This will be scheduled on [DOB_1]. Please confirm your participation.,"{'[USERNAME_1]': 'Ally_Corkery', '[DOB_1]': 'April 16, 1959'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USERNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOB_1', 'I-DOB_1', 'I-DOB_1', 'O', 'O', 'O', 'O']"
706,"Marcia, a Transexual person patient is expected for her follow-up on 5/57. Her height is 126cm and has a distinct Eye color: Grey.","Marcia, a [GENDER_1] patient is expected for her follow-up on [DATE_1]. Her height is [HEIGHT_1] and has a distinct [EYECOLOR_1].","{'[GENDER_1]': 'Transexual person', '[DATE_1]': '5/57', '[HEIGHT_1]': '126cm', '[EYECOLOR_1]': 'Eye color: Grey'}","['O', 'O', 'B-GENDER_1', 'I-GENDER_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'B-HEIGHT_1', 'O', 'O', 'O', 'O', 'B-EYECOLOR_1', 'I-EYECOLOR_1', 'I-EYECOLOR_1']"
707,Dealing with elderly patient Apt. 501 in nursing home 44937 was a knowledge booster. Noted their 9 years old and Female and eyes color grey. Their stories about life and experiences are lessons of strength and resilience.,Dealing with elderly patient [SECONDARYADDRESS_1] in nursing home [BUILDINGNUMBER_1] was a knowledge booster. Noted their [AGE_1] and [SEX_1] and eyes color [EYECOLOR_1]. Their stories about life and experiences are lessons of strength and resilience.,"{'[SECONDARYADDRESS_1]': 'Apt. 501', '[BUILDINGNUMBER_1]': '44937', '[AGE_1]': '9 years old', '[SEX_1]': 'Female', '[EYECOLOR_1]': 'grey'}","['O', 'O', 'O', 'O', 'B-SECONDARYADDRESS_1', 'I-SECONDARYADDRESS_1', 'O', 'O', 'O', 'B-BUILDINGNUMBER_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AGE_1', 'I-AGE_1', 'I-AGE_1', 'O', 'B-SEX_1', 'O', 'O', 'O', 'B-EYECOLOR_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
708,Confirming payment for DOB 8/12's pt. care. Total charges of $758.59 paid by 6403315249273409.,Confirming payment for DOB [DOB_1]'s pt. care. Total charges of $758.59 paid by [CREDITCARDNUMBER_1].,"{'[DOB_1]': '8/12', '[CREDITCARDNUMBER_1]': '6403315249273409'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CREDITCARDNUMBER_1']"
709,"Sammie, we need your feedback by 5/62 on the new child-friendly website we're building. Kindly test it via your Belize Dollar desktop browser.","[FIRSTNAME_1], we need your feedback by [DOB_1] on the new child-friendly website we're building. Kindly test it via your [CURRENCY_1] desktop browser.","{'[FIRSTNAME_1]': 'Sammie', '[DOB_1]': '5/62', '[CURRENCY_1]': 'Belize Dollar'}","['B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'B-DOB_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CURRENCY_1', 'I-CURRENCY_1', 'O', 'O']"
710,"Dear Leilani, the school library is donating books. We meet at coordinates [-17.9296,-113.3917].","Dear [FIRSTNAME_1], the school library is donating books. We meet at coordinates [NEARBYGPSCOORDINATE_1].","{'[FIRSTNAME_1]': 'Leilani', '[NEARBYGPSCOORDINATE_1]': '[-17.9296,-113.3917]'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NEARBYGPSCOORDINATE_1']"
711,We'd like to invite a specialist in the area for a talk on handling defeat in sports. The event should be held by 20/07/2016 and 13. Please send me the cost breakdown at Michele_Johnson@yahoo.com before the card 3935141536015398 is charged.,We'd like to invite a specialist in the area for a talk on handling defeat in sports. The event should be held by [DATE_1] and [TIME_1]. Please send me the cost breakdown at [EMAIL_1] before the card [CREDITCARDNUMBER_1] is charged.,"{'[DATE_1]': '20/07/2016', '[TIME_1]': '13', '[EMAIL_1]': 'Michele_Johnson@yahoo.com', '[CREDITCARDNUMBER_1]': '3935141536015398'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE_1', 'O', 'B-TIME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'B-CREDITCARDNUMBER_1', 'O', 'O']"
712,"I am representing Lavern (DOB:11th January, Social Security Number: 75667686973) in her medical malpractice suit.","I am representing [FIRSTNAME_1] (DOB:[DOB_1], Social Security Number: [SSN_1]) in her medical malpractice suit.","{'[FIRSTNAME_1]': 'Lavern', '[DOB_1]': '11th January', '[SSN_1]': '75667686973'}","['O', 'O', 'O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'B-SSN_1', 'O', 'O', 'O', 'O', 'O']"
713,Secured payment for trial resources. Account 88222005 credited with 749.074k Rands.,Secured payment for trial resources. Account [ACCOUNTNUMBER_1] credited with [AMOUNT_1] [CURRENCYNAME_1]s.,"{'[ACCOUNTNUMBER_1]': '88222005', '[AMOUNT_1]': '749.074k', '[CURRENCYNAME_1]': 'Rand'}","['O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER_1', 'O', 'O', 'B-AMOUNT_1', 'O']"
714,"We hope to hold a press conference at the Adams Underpass 628 complex in Lake Marcoboro, West Virginia to address recent rumors regarding our operations. To secure the venue, use this BIC code: VGLWMWKX8EP.","We hope to hold a press conference at the [STREET_1] [BUILDINGNUMBER_1] complex in [CITY_1], [STATE_1] to address recent rumors regarding our operations. To secure the venue, use this BIC code: [BIC_1].","{'[STREET_1]': 'Adams Underpass', '[BUILDINGNUMBER_1]': '628', '[CITY_1]': 'Lake Marcoboro', '[STATE_1]': 'West Virginia', '[BIC_1]': 'VGLWMWKX8EP'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-STREET_1', 'I-STREET_1', 'B-BUILDINGNUMBER_1', 'O', 'O', 'B-CITY_1', 'I-CITY_1', 'B-STATE_1', 'I-STATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BIC_1']"
715,"""Dear Parent, we have scheduled a school meeting on September 12, 1921 regarding the selection of courses for the new academic year. We value your opinion and we think it's crucial for a successful school year. Please let us know if you can attend. Elyse.Altenwerth94@hotmail.com - Future Data Representative""","""Dear Parent, we have scheduled a school meeting on [DATE_1] regarding the selection of courses for the new academic year. We value your opinion and we think it's crucial for a successful school year. Please let us know if you can attend. [EMAIL_1] - [JOBTITLE_1]""","{'[DATE_1]': 'September 12, 1921', '[EMAIL_1]': 'Elyse.Altenwerth94@hotmail.com', '[JOBTITLE_1]': 'Future Data Representative'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE_1', 'I-DATE_1', 'I-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'B-JOBTITLE_1', 'I-JOBTITLE_1', 'I-JOBTITLE_1']"
716,A Orchestrator found discrepancies in stock counts at 7406. It needs immediate attention.,A [JOBTYPE_1] found discrepancies in stock counts at [BUILDINGNUMBER_1]. It needs immediate attention.,"{'[JOBTYPE_1]': 'Orchestrator', '[BUILDINGNUMBER_1]': '7406'}","['O', 'B-JOBTYPE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BUILDINGNUMBER_1', 'O', 'O', 'O', 'O']"
717,"Senior Tactics Officer Margret, we'd like to discuss Schulist Inc's new healthcare policy that mainly affects our Assistant. Your insight will be of immense importance.","[JOBTITLE_1] [FIRSTNAME_1], we'd like to discuss [COMPANYNAME_1]'s new healthcare policy that mainly affects our [JOBTYPE_1]. Your insight will be of immense importance.","{'[JOBTITLE_1]': 'Senior Tactics Officer', '[FIRSTNAME_1]': 'Margret', '[COMPANYNAME_1]': 'Schulist Inc', '[JOBTYPE_1]': 'Assistant'}","['B-JOBTITLE_1', 'I-JOBTITLE_1', 'I-JOBTITLE_1', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBTYPE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
718,"Dear Female to male transgender man Wiegand, as your Physical Therapist, I recommend a workout regime targeting your usual Southeast movements. Kindly adhere to the attached plan towards improving mobility and flexibility.","Dear [GENDER_1] [LASTNAME_1], as your Physical Therapist, I recommend a workout regime targeting your usual [ORDINALDIRECTION_1] movements. Kindly adhere to the attached plan towards improving mobility and flexibility.","{'[GENDER_1]': 'Female to male transgender man', '[LASTNAME_1]': 'Wiegand', '[ORDINALDIRECTION_1]': 'Southeast'}","['O', 'B-GENDER_1', 'I-GENDER_1', 'I-GENDER_1', 'I-GENDER_1', 'I-GENDER_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINALDIRECTION_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
720,"To Katelyn_Marvin's legal team, awaiting documents regarding his contract termination. Please respond at Adelia29@yahoo.com or call us directly at (67)-7505 4199.","To [USERNAME_1]'s legal team, awaiting documents regarding his contract termination. Please respond at [EMAIL_1] or call us directly at [PHONENUMBER_1].","{'[USERNAME_1]': 'Katelyn_Marvin', '[EMAIL_1]': 'Adelia29@yahoo.com', '[PHONENUMBER_1]': '(67)-7505 4199'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
721,"During the emergency shift, we treated a male victim of a car accident. VIN of the vehicle was EK64KNESNZB042845. Call officer Loyal for more details about the incident.","During the emergency shift, we treated a male victim of a car accident. VIN of the vehicle was [VEHICLEVIN_1]. Call officer [FIRSTNAME_1] for more details about the incident.","{'[VEHICLEVIN_1]': 'EK64KNESNZB042845', '[FIRSTNAME_1]': 'Loyal'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICLEVIN_1', 'O', 'O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O']"
722,Got an email to pay in Belarusian Ruble for a medical research paper. Is this new policy? Email came from 119.37.180.98.,Got an email to pay in [CURRENCY_1] for a medical research paper. Is this new policy? Email came from [IPV4_1].,"{'[CURRENCY_1]': 'Belarusian Ruble', '[IPV4_1]': '119.37.180.98'}","['O', 'O', 'O', 'O', 'O', 'O', 'B-CURRENCY_1', 'I-CURRENCY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IPV4_1']"
723,We have observed a discrepancy in your account transactions. The account associated with Timmy.Lueilwitz shows a recent transaction of 0.452m to the Ethereum address 0x4d4fdfdbfe430771a27a3effd9c8e2bab5b9f0ec. Could you please clarify on this?,We have observed a discrepancy in your account transactions. The account associated with [USERNAME_1] shows a recent transaction of [AMOUNT_1] to the Ethereum address [ETHEREUMADDRESS_1]. Could you please clarify on this?,"{'[USERNAME_1]': 'Timmy.Lueilwitz', '[AMOUNT_1]': '0.452m', '[ETHEREUMADDRESS_1]': '0x4d4fdfdbfe430771a27a3effd9c8e2bab5b9f0ec'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USERNAME_1', 'O', 'O', 'O', 'O', 'O', 'B-AMOUNT_1', 'O', 'O', 'O', 'O', 'B-ETHEREUMADDRESS_1', 'O', 'O', 'O', 'O', 'O', 'O']"
724,Iâ€™m delighted to hear how well the Clwyd franchise has been performing in the Factors sector.,Iâ€™m delighted to hear how well the [COUNTY_1] franchise has been performing in the [JOBAREA_1] sector.,"{'[COUNTY_1]': 'Clwyd', '[JOBAREA_1]': 'Factors'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COUNTY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'O']"
725,"Absolutely thrilled to hear about your students' art projects, so diverse and creative. For any expenditures, you can use my credit card 4890785838185405. The CVV is 006.","Absolutely thrilled to hear about your students' art projects, so diverse and creative. For any expenditures, you can use my credit card [MASKEDNUMBER_1]. The CVV is [CREDITCARDCVV_1].","{'[MASKEDNUMBER_1]': '4890785838185405', '[CREDITCARDCVV_1]': '006'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MASKEDNUMBER_1', 'O', 'O', 'O', 'B-CREDITCARDCVV_1']"
726,We're expecting a fee of Tala 323k for the PR services rendered. Please create an invoice for the same.,We're expecting a fee of [CURRENCY_1] [AMOUNT_1] for the PR services rendered. Please create an invoice for the same.,"{'[CURRENCY_1]': 'Tala', '[AMOUNT_1]': '323k'}","['O', 'O', 'O', 'O', 'O', 'B-CURRENCY_1', 'B-AMOUNT_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
727,An account 77856874 registered at Fort Delphiastad was used to process a transaction through Bitcoin Address 1jnBYgdyrBf7Xi6K9keiwsF6iQVQKPy44PSg6. Is this a valid transaction?,An account [ACCOUNTNUMBER_1] registered at [CITY_1] was used to process a transaction through Bitcoin Address [BITCOINADDRESS_1]. Is this a valid transaction?,"{'[ACCOUNTNUMBER_1]': '77856874', '[CITY_1]': 'Fort Delphiastad', '[BITCOINADDRESS_1]': '1jnBYgdyrBf7Xi6K9keiwsF6iQVQKPy44PSg6'}","['O', 'O', 'B-ACCOUNTNUMBER_1', 'O', 'O', 'B-CITY_1', 'I-CITY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BITCOINADDRESS_1', 'O', 'O', 'O', 'O', 'O']"
729,We are compiling a report on the social and economic factors contributing to human rights violations. Could you please analyze public data extracted from IPV4: 130.175.52.75 and IPV6: c5a7:57b9:5ecf:fcdc:c9ad:a2cf:17be:b934 and bring light to any correlations?,We are compiling a report on the social and economic factors contributing to human rights violations. Could you please analyze public data extracted from IPV4: [IPV4_1] and IPV6: [IPV6_1] and bring light to any correlations?,"{'[IPV4_1]': '130.175.52.75', '[IPV6_1]': 'c5a7:57b9:5ecf:fcdc:c9ad:a2cf:17be:b934'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IPV4_1', 'O', 'O', 'B-IPV6_1', 'O', 'O', 'O', 'O', 'O', 'O']"
730,"Dear Burdette, here is the information on how to complete your payments for the global education program. Your account number is Personal Loan Account.","Dear [FIRSTNAME_1], here is the information on how to complete your payments for the global education program. Your account number is [ACCOUNTNAME_1].","{'[FIRSTNAME_1]': 'Burdette', '[ACCOUNTNAME_1]': 'Personal Loan Account'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNAME_1', 'I-ACCOUNTNAME_1', 'I-ACCOUNTNAME_1']"
731,You are cordially invited to Lancashire annual STEM Fair where 0513968774053326's project will be showcased.,You are cordially invited to [COUNTY_1] annual STEM Fair where [MASKEDNUMBER_1]'s project will be showcased.,"{'[COUNTY_1]': 'Lancashire', '[MASKEDNUMBER_1]': '0513968774053326'}","['O', 'O', 'O', 'O', 'O', 'B-COUNTY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
733,"Patient Lucas13, employed as a Customer Web Supervisor, showcased signs of work-related stress during their psychological assessment.","Patient [USERNAME_1], employed as a [JOBTITLE_1], showcased signs of work-related stress during their psychological assessment.","{'[USERNAME_1]': 'Lucas13', '[JOBTITLE_1]': 'Customer Web Supervisor'}","['O', 'B-USERNAME_1', 'O', 'O', 'O', 'B-JOBTITLE_1', 'I-JOBTITLE_1', 'I-JOBTITLE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
736,"For the upcoming medical seminar series, I am coordinating with Tiana Hayden Bednar to discuss resource allocation. All correspondence should be addressed to 17393-4293.","For the upcoming medical seminar series, I am coordinating with [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] to discuss resource allocation. All correspondence should be addressed to [ZIPCODE_1].","{'[FIRSTNAME_1]': 'Tiana', '[MIDDLENAME_1]': 'Hayden', '[LASTNAME_1]': 'Bednar', '[ZIPCODE_1]': '17393-4293'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRSTNAME_1', 'B-MIDDLENAME_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ZIPCODE_1']"
737,A small reminder to participants in our market research: It's very important to provide accurate personal information including your real 10/70 and Female. Your honesty is appreciated.,A small reminder to participants in our market research: It's very important to provide accurate personal information including your real [DOB_1] and [SEX_1]. Your honesty is appreciated.,"{'[DOB_1]': '10/70', '[SEX_1]': 'Female'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOB_1', 'O', 'B-SEX_1', 'O', 'O', 'O', 'O']"
738,"Ludie, kindly follow the progress online. We've made changes in the digital literacy policy for 68382-1192 area.","[FIRSTNAME_1], kindly follow the progress online. We've made changes in the digital literacy policy for [ZIPCODE_1] area.","{'[FIRSTNAME_1]': 'Ludie', '[ZIPCODE_1]': '68382-1192'}","['B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ZIPCODE_1', 'O']"
739,"Americo, welcome to the life skills course starting from 12/07/1993. For the safety of our students, please avoid sharing your OfRHKZBH4zzZ with anyone. Class reminders will be sent to your Felicia_Kuvalis-Hessel3@gmail.com.","[FIRSTNAME_1], welcome to the life skills course starting from [DATE_1]. For the safety of our students, please avoid sharing your [PASSWORD_1] with anyone. Class reminders will be sent to your [EMAIL_1].","{'[FIRSTNAME_1]': 'Americo', '[DATE_1]': '12/07/1993', '[PASSWORD_1]': 'OfRHKZBH4zzZ', '[EMAIL_1]': 'Felicia_Kuvalis-Hessel3@gmail.com'}","['B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PASSWORD_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1']"
740,I am a 60 years Androgynous who is interested in your yoga workshops. I have Eye color: Green eyes and am from the 104.221.93.78 area.,I am a [AGE_1] [GENDER_1] who is interested in your yoga workshops. I have [EYECOLOR_1] eyes and am from the [IPV4_1] area.,"{'[AGE_1]': '60 years', '[GENDER_1]': 'Androgynous', '[EYECOLOR_1]': 'Eye color: Green', '[IPV4_1]': '104.221.93.78'}","['O', 'O', 'O', 'B-AGE_1', 'I-AGE_1', 'B-GENDER_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EYECOLOR_1', 'I-EYECOLOR_1', 'I-EYECOLOR_1', 'O', 'O', 'O', 'O', 'O', 'B-IPV4_1', 'O']"
741,"Explore holistic education from a new perspective. Take your place in 4455, Paucek Groves.","Explore holistic education from a new perspective. Take your place in [BUILDINGNUMBER_1], [STREET_1].","{'[BUILDINGNUMBER_1]': '4455', '[STREET_1]': 'Paucek Groves'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BUILDINGNUMBER_1', 'B-STREET_1', 'I-STREET_1']"
742,The backlogged patient medical malpractice case with SSN 603-46-6113 has been reopened for further investigation. All possible breaches of medical law will be treated with utmost severity. Please reply to me at this bitcoin address if you agree: 3Z2D9xJadCnBipnoBLtL4oxYUTaQr.,The backlogged patient medical malpractice case with SSN [SSN_1] has been reopened for further investigation. All possible breaches of medical law will be treated with utmost severity. Please reply to me at this bitcoin address if you agree: [BITCOINADDRESS_1].,"{'[SSN_1]': '603-46-6113', '[BITCOINADDRESS_1]': '3Z2D9xJadCnBipnoBLtL4oxYUTaQr'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SSN_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BITCOINADDRESS_1']"
