unmasked_text,masked_text,account_number,account_number_regex
"For Pangender, we've received payment $0.997m for next semester. Check it on 66859957. Queries to Devan.Zboncak76@gmail.com.","For [GENDER_1], we've received payment [CURRENCYSYMBOL_1][AMOUNT_1] for next semester. Check it on [ACCOUNTNUMBER_1]. Queries to [EMAIL_1].",66859957,False
"Marianne, you may note any fee your bank MOZJNU6B charges you for these transactions on your account 33922048 and transfer the equivalent 0.0b Norwegian Krone to me.","[FIRSTNAME_1], you may note any fee your bank [BIC_1] charges you for these transactions on your account [ACCOUNTNUMBER_1] and transfer the equivalent [AMOUNT_1] [CURRENCY_1] to me.",33922048,True
"Also, ensure that all monetary transactions are carried out through our account under the name of Money Market Account with account number 20733272, BIC code EFIGKYWZ and IBAN IT44A88302350027940102R8U10. Please check all the data on IP address: f3bd:3d21:fa8a:8e65:4ff2:0a29:3fca:be94.","Also, ensure that all monetary transactions are carried out through our account under the name of [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1], BIC code [BIC_1] and IBAN [IBAN_1]. Please check all the data on IP address: [IP_1].",20733272,True
The arbitration process for account 35829396 has encountered a stumbling block. Need d2a7:a24b:54d7:a7d4:d33a:51fd:0bbf:fa86 address and 64:95:02:ad:72:46 address confirmed.,The arbitration process for account [ACCOUNTNUMBER_1] has encountered a stumbling block. Need [IP_1] address and [MAC_1] address confirmed.,35829396,True
"Hello Herta, due to the last minute arrangements, your testing fee 671,754.56 will be returned to account 61427847.","Hello [FIRSTNAME_1], due to the last minute arrangements, your testing fee [AMOUNT_1] will be returned to account [ACCOUNTNUMBER_1].",61427847,True
"Dear Corporate Marketing Administrator, As part of the project management team, we will be conducting an audit in Monroe County. Please prepare necessary reports and accounts 11018544 connected to your Representative role.","Dear [JOBTITLE_1], As part of the project management team, we will be conducting an audit in [COUNTY_1]. Please prepare necessary reports and accounts [ACCOUNTNUMBER_1] connected to your [JOBTYPE_1] role.",11018544,True
"The law firm representing Mr. Franecki is examining a case involving Male, 34 years years old, and brown, who suffered injuries due to negligence. Her 11-940841-583114-1 device captured the incident on 11th September. Kindly refer to her account number 93350655.","The law firm representing [PREFIX_1] [LASTNAME_1] is examining a case involving [SEX_1], [AGE_1] years old, and [EYECOLOR_1], who suffered injuries due to negligence. Her [PHONEIMEI_1] device captured the incident on [DATE_1]. Kindly refer to her account number [ACCOUNTNUMBER_1].",93350655,True
"Dear Rusty, an amount of 995,968.81 has been withdrawn from account 80340386 for your recent test registration. If you encounter any issues, please contact us at 005 449.8799.","Dear [FIRSTNAME_1], an amount of [AMOUNT_1] has been withdrawn from account [ACCOUNTNUMBER_1] for your recent test registration. If you encounter any issues, please contact us at [PHONENUMBER_1].",80340386,True
"Mr. Frances_Gislason-Tillman, could you confirm the secondary address Apt. 137 associated with your bank account 09908770? According to the recent changes in banking laws, we are obliged to have updated records.","Mr. [USERNAME_1], could you confirm the secondary address [SECONDARYADDRESS_1] associated with your bank account [ACCOUNTNUMBER_1]? According to the recent changes in banking laws, we are obliged to have updated records.",9908770,True
Could you please clarify the amount of 793k linked with 58215173?,Could you please clarify the amount of [AMOUNT_1] linked with [ACCOUNTNUMBER_1]?,58215173,False
"Dear Abernathy, O'Connell and Hilll,
We are interested in your animal-assisted therapy program. The invoice of Kč0.0b has been paid from our 20685264. We are situated in Polk County, and available at 4:58 AM.","Dear [COMPANYNAME_1],
We are interested in your animal-assisted therapy program. The invoice of [CURRENCYSYMBOL_1][AMOUNT_1] has been paid from our [ACCOUNTNUMBER_1]. We are situated in [COUNTY_1], and available at [TIME_1].",20685264,False
"Huels, we noticed a significant transaction in your account 64428333. As part of your estate planning, we would like to discuss how this might affect your current setup.","[LASTNAME_1], we noticed a significant transaction in your account [ACCOUNTNUMBER_1]. As part of your estate planning, we would like to discuss how this might affect your current setup.",64428333,True
"In reference to the recent banking law amendments, please note the payments for Investment Account number 71125753 can now be made via Wire Transfer to the provided GL2500232006102155. The banking details shall be as per your registration data registered under the account number 58419480.","In reference to the recent banking law amendments, please note the payments for [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1] can now be made via Wire Transfer to the provided [IBAN_1]. The banking details shall be as per your registration data registered under the account number [ACCOUNTNUMBER_2].",71125753,True
"Good day, I've got some questions on behalf of Labadiestead County Accountability division about the business tax planning services for account 63022550. Could you provide some clarity, particularly around the ¥697051.19 allocation?","Good day, I've got some questions on behalf of [CITY_1] County [JOBAREA_1] division about the business tax planning services for account [ACCOUNTNUMBER_1]. Could you provide some clarity, particularly around the [CURRENCYSYMBOL_1][AMOUNT_1] allocation?",63022550,True
"Dr. Prosacco, please confirm your Checking Account and 85264335 for your travel expenses for the upcoming Endocrinology symposium in Lake Corrineboro, Ontario.","Dr. [LASTNAME_1], please confirm your [ACCOUNTNAME_1] and [ACCOUNTNUMBER_1] for your travel expenses for the upcoming Endocrinology symposium in [CITY_1], [STATE_1].",85264335,True
Appreciating efforts of healthy mother project run by account 29086337 in GI40QMDJH2654C51462050Q.,Appreciating efforts of healthy mother project run by account [ACCOUNTNUMBER_1] in [IBAN_1].,29086337,True
"13/02/1998: To our Ondricka Inc team, cleared the $362.9k transaction. Funds transferred to 29677467. Please address queries to Gretchen57@yahoo.com or 000 2096 4017.","[DATE_1]: To our [COMPANYNAME_1] team, cleared the $[AMOUNT_1] transaction. Funds transferred to [ACCOUNTNUMBER_1]. Please address queries to [EMAIL_1] or [PHONENUMBER_1].",29677467,False
"Upon inspection, we found an unusual transfer from your bank account 51512767. An amount of Rp141,180.43 has been transferred to DE65207839110646143244. Please verify.","Upon inspection, we found an unusual transfer from your bank account [ACCOUNTNUMBER_1]. An amount of [CURRENCYSYMBOL_1][AMOUNT_1] has been transferred to [IBAN_1]. Please verify.",51512767,True
It's mandatory to upload the homework in Accountability. Use your 20896359 for access.,It's mandatory to upload the homework in [JOBAREA_1]. Use your [ACCOUNTNUMBER_1] for access.,20896359,True
"The new system we installed in Clwyd for Powlowski LLC, automates several tasks in the Functionality. We processed a payment for MT 564442 on your Money Market Account 03516200. This system uses IP: 155.198.115.137.","The new system we installed in [COUNTY_1] for [COMPANYNAME_1], automates several tasks in the [JOBAREA_1]. We processed a payment for [CURRENCYSYMBOL_1] [AMOUNT_1] on your [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. This system uses IP: [IPV4_1].",3516200,True
"Local taxes can get complex, particularly in Fayette County. Get comprehensive tax planning from our Strategist at 89588427.","Local taxes can get complex, particularly in [COUNTY_1]. Get comprehensive tax planning from our [JOBTYPE_1] at [ACCOUNTNUMBER_1].",89588427,False
"Dear Ms. Corkery, we noticed a transaction of Nu853,414.07 on your account 25983423 associated with your 75649015051. Could you verify this?","Dear [PREFIX_1] [LASTNAME_1], we noticed a transaction of [CURRENCYSYMBOL_1][AMOUNT_1] on your account [ACCOUNTNUMBER_1] associated with your [SSN_1]. Could you verify this?",25983423,True
Urgent! Our Hryvnia payment on Investment Account hasn't gone through. Payable amount: L0.0009b. Check on https://rectangular-prosecution.net using account number 96198101.,Urgent! Our [CURRENCYNAME_1] payment on [ACCOUNTNAME_1] hasn't gone through. Payable amount: [CURRENCYSYMBOL_1][AMOUNT_1]. Check on [URL_1] using account number [ACCOUNTNUMBER_1].,96198101,True
The office at Hayescester will be having a fire safety talk on 16/12/1943. Refreshments will be covered under account 93432620.,The office at [CITY_1] will be having a fire safety talk on [DATE_1]. Refreshments will be covered under account [ACCOUNTNUMBER_1].,93432620,True
Emmitt Grimes is accused of credit card fraud relating to account # 11286014 with illegal purchases exceeding BZ$157k. The transactions occurred on 31th July. For more information email Daren68@yahoo.com.,[FIRSTNAME_1] [LASTNAME_1] is accused of credit card fraud relating to account # [ACCOUNTNUMBER_1] with illegal purchases exceeding [CURRENCYSYMBOL_1][AMOUNT_1]. The transactions occurred on [DATE_1]. For more information email [EMAIL_1].,11286014,True
"We spotted an irregular withdrawal activity from account 69866778 on the user agent Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1 rv:5.0; ES) AppleWebKit/536.1.0 (KHTML, like Gecko) Version/6.1.6 Safari/536.1.0. Please validate the transfer of amount $294k.",We spotted an irregular withdrawal activity from account [ACCOUNTNUMBER_1] on the user agent [USERAGENT_1]. Please validate the transfer of amount [CURRENCYSYMBOL_1][AMOUNT_1].,69866778,True
"For the open-house workshop, the registration link has been sent on their respective email. The unique identification 59966302 has been allotted to each student for reference. However, an error with 57869584 needs to be resolved.","For the open-house workshop, the registration link has been sent on their respective email. The unique identification [ACCOUNTNUMBER_1] has been allotted to each student for reference. However, an error with [ACCOUNTNUMBER_2] needs to be resolved.",59966302,False
"Our health policies aim to reduce health equity gaps but require critical funding. To donate, please deposit the chosen amount at Checking Account number 52337174.","Our health policies aim to reduce health equity gaps but require critical funding. To donate, please deposit the chosen amount at [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1].",52337174,True
We kindly request a detailed log of evaluations on teacher AD5502008060U8W64S81J77H. Please use your 22638409 to access data.,We kindly request a detailed log of evaluations on teacher [IBAN_1]. Please use your [ACCOUNTNUMBER_1] to access data.,22638409,False
"Dear Connelly, this is a confirmation email sent for a claim amount ₨356342.65 related to your account Credit Card Account 32994858. For queries, please contact us at 076 4395-1223 or visit https://nimble-grapefruit.net.","Dear [LASTNAME_1], this is a confirmation email sent for a claim amount [CURRENCYSYMBOL_1][AMOUNT_1] related to your account [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. For queries, please contact us at [PHONENUMBER_1] or visit [URL_1].",32994858,True
Need details for account Credit Card Account with 08538016.,Need details for account [ACCOUNTNAME_1] with [ACCOUNTNUMBER_1].,8538016,True
Second opinion in telemedicine requires 89057519 and 523. Please confirm.,Second opinion in telemedicine requires [ACCOUNTNUMBER_1] and [CREDITCARDCVV_1]. Please confirm.,89057519,False
"1. For the investment opportunity, we require access to the designated account: Personal Loan Account, 53159222, with the BIC NVKHBYJR.","1. For the investment opportunity, we require access to the designated account: [ACCOUNTNAME_1], [ACCOUNTNUMBER_1], with the BIC [BIC_1].",53159222,True
Patient Pansy Lind with account number 02817694 is booked for a cleaning session on 6th May at 05. He does not have any known allergy. Confirmation SMS sent to 06.60-89-93.87.,Patient [FIRSTNAME_1] [LASTNAME_1] with account number [ACCOUNTNUMBER_1] is booked for a cleaning session on [DATE_1] at [TIME_1]. He does not have any known allergy. Confirmation SMS sent to [PHONENUMBER_1].,2817694,True
"We are having an online psychoeducation webinar and we would like to contract you as our guest speaker. Can you deliver a lecture on stress management strategies to our team? Please respond to us at https://starchy-shoe-horn.info/ or send us an email at Amely_Yost38@hotmail.com. If you need any materials or books, please utilise our business account Credit Card Account 35203583.","We are having an online psychoeducation webinar and we would like to contract you as our guest speaker. Can you deliver a lecture on stress management strategies to our team? Please respond to us at [URL_1] or send us an email at [EMAIL_1]. If you need any materials or books, please utilise our business account [ACCOUNTNAME_1] [ACCOUNTNUMBER_1].",35203583,True
"Female North, according to our records on account 90173780, we show that your property on Arthur Ferry may be in violation of environmental law owing to high construction height of 1.72 m. Can you please look into this matter?","[SEX_1] [MIDDLENAME_1], according to our records on account [ACCOUNTNUMBER_1], we show that your property on [STREET_1] may be in violation of environmental law owing to high construction height of [HEIGHT_1]. Can you please look into this matter?",90173780,True
"Our participant, Nayeli, from our ASD therapy program wishes to get an extra session. Bill Auto Loan Account account number: 50043337 with ₨668k for services.","Our participant, [FIRSTNAME_1], from our ASD therapy program wishes to get an extra session. Bill [ACCOUNTNAME_1] account number: [ACCOUNTNUMBER_1] with [CURRENCYSYMBOL_1][AMOUNT_1] for services.",50043337,True
"Jacobson, the amount $764626.64 has been debited from your account 66848918 towards health insurance premium of account Checking Account. For more details, call us on +51.02.538 5609.","[LASTNAME_1], the amount [CURRENCYSYMBOL_1][AMOUNT_1] has been debited from your account [ACCOUNTNUMBER_1] towards health insurance premium of account [ACCOUNTNAME_1]. For more details, call us on [PHONENUMBER_1].",66848918,True
"Notification: Avery Dibbert, a payment of ₮25.038k for medical bills has been initiated on your account number 17979030.","Notification: [MIDDLENAME_1] [LASTNAME_1], a payment of [CURRENCYSYMBOL_1][AMOUNT_1] for medical bills has been initiated on your account number [ACCOUNTNUMBER_1].",17979030,True
"In the arbitration case number 91402553, we represented Dr. Nico who was accused of financial misconduct. After a thorough investigation, we found no evidence that supports the claim.","In the arbitration case number [ACCOUNTNUMBER_1], we represented [PREFIX_1] [MIDDLENAME_1] who was accused of financial misconduct. After a thorough investigation, we found no evidence that supports the claim.",91402553,False
"We would like to hold a meeting with Dr. Blick-Bahringer on the study of Pulmonology. Visit https://well-groomed-motive.org to learn more details. For possible expenditures, use account number 11914802.","We would like to hold a meeting with Dr. [LASTNAME_1] on the study of Pulmonology. Visit [URL_1] to learn more details. For possible expenditures, use account number [ACCOUNTNUMBER_1].",11914802,True
"Hello Barrett, your profile has been successfully created for our distance learning program. Please review the details: Name: Dr. Rod Gleason, Birth Date: 8th October, Account: 84012554.","Hello [FIRSTNAME_1], your profile has been successfully created for our distance learning program. Please review the details: Name: [PREFIX_1] [FIRSTNAME_2] [LASTNAME_1], Birth Date: [DOB_1], Account: [ACCOUNTNUMBER_1].",84012554,True
We need to access neuropsychology online database which costs ₨145k. Please approve the expense from Money Market Account with account number 16987077.,We need to access neuropsychology online database which costs [CURRENCYSYMBOL_1][AMOUNT_1]. Please approve the expense from [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1].,16987077,True
"Dear Male, to add the telemedicine service to your account, provide 07735106 and verify your 37-885306-438456-9.","Dear [SEX_1], to add the telemedicine service to your account, provide [ACCOUNTNUMBER_1] and verify your [PHONEIMEI_1].",7735106,True
Can someone help identify a recent transaction from the Money Market Account number 58466555? It appears to be related to our new product development but lacks the necessary details.,Can someone help identify a recent transaction from the [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1]? It appears to be related to our new product development but lacks the necessary details.,58466555,True
"'Understanding the Body: Health Education Initiative' is a new program that Bednar, Corwin and Wunsch is backing. Check out the website https://secret-napkin.net for more detail. Use 99680395 for financial transactions related to this program.",'Understanding the Body: Health Education Initiative' is a new program that [COMPANYNAME_1] is backing. Check out the website [URL_1] for more detail. Use [ACCOUNTNUMBER_1] for financial transactions related to this program.,99680395,False
"In Lucerne, our client, Urban, is looking to file a consumer law complaint regarding unauthorized transactions on his auto loan account Investment Account with the account number 34889545. As a Direct Division Executive, he wants to ensure his rights are upheld.","In [STATE_1], our client, [FIRSTNAME_1], is looking to file a consumer law complaint regarding unauthorized transactions on his auto loan account [ACCOUNTNAME_1] with the account number [ACCOUNTNUMBER_1]. As a [JOBTITLE_1], he wants to ensure his rights are upheld.",34889545,True
"Hello Dr., the claim for your spouse's treatment for amount ₨276972 has been approved successfully. The amount has been withdrawn from her Money Market Account76948092. If you have any questions, you can contact us on (448).2386231 or write us at Travon_Gusikowski83@hotmail.com.","Hello [PREFIX_1], the claim for your spouse's treatment for amount [CURRENCYSYMBOL_1][AMOUNT_1] has been approved successfully. The amount has been withdrawn from her [ACCOUNTNAME_1][ACCOUNTNUMBER_1]. If you have any questions, you can contact us on [PHONENUMBER_1] or write us at [EMAIL_1].",76948092,True
"Order Brand based developmental textbooks from https://dreary-in-laws.name. Pay using Home Loan Account with 21543663. For support, reach Rosella Stracke.","Order [JOBAREA_1] based developmental textbooks from [URL_1]. Pay using [ACCOUNTNAME_1] with [ACCOUNTNUMBER_1]. For support, reach [FIRSTNAME_1] [LASTNAME_1].",21543663,True
Your next appointment is on 10th July. Please bring your Auto Loan Account details for payment. The account number is 16023002.,Your next appointment is on [DATE_1]. Please bring your [ACCOUNTNAME_1] details for payment. The account number is [ACCOUNTNUMBER_1].,16023002,True
"Regarding your procedure, Sheridan. The amount for the procedure totals to 583123.00. The bill can be settled through your Money Market Account. Please confirm the account number 75549660 by replying to this email: Barbara_Buckridge@gmail.com","Regarding your procedure, [FIRSTNAME_1]. The amount for the procedure totals to [AMOUNT_1]. The bill can be settled through your [ACCOUNTNAME_1]. Please confirm the account number [ACCOUNTNUMBER_1] by replying to this email: [EMAIL_1]",75549660,True
Our corporate client wishes to transfer a substantial amount from their account 27842535 in a transaction that involves Rufiyaa and Baht. You are required to ensure that the transaction complies with all relevant laws.,Our corporate client wishes to transfer a substantial amount from their account [ACCOUNTNUMBER_1] in a transaction that involves [CURRENCYNAME_1] and [CURRENCY_1]. You are required to ensure that the transaction complies with all relevant laws.,27842535,True
"Share policy feedback from account 19878556 with password 1d4SmS9DJMAa. Respond by 2 AM. Regards, Mr.","Share policy feedback from account [ACCOUNTNUMBER_1] with password [PASSWORD_1]. Respond by [TIME_1]. Regards, [PREFIX_1]",19878556,True
An irregular лв608558.23 transaction has been noticed in the bank account 33283472. The user agent Mozilla/5.0 (Windows NT 6.1; Trident/7.0; Touch; rv:11.0) like Gecko was used during the transaction initiation.,An irregular [CURRENCYSYMBOL_1][AMOUNT_1] transaction has been noticed in the bank account [ACCOUNTNUMBER_1]. The user agent [USERAGENT_1] was used during the transaction initiation.,33283472,True
Could you confirm 79-711590-985519-2 linked with 18203929?,Could you confirm [PHONEIMEI_1] linked with [ACCOUNTNUMBER_1]?,18203929,False
"Dear Gender questioning, could you confirm your account 34256137 for the primary care facilities bill payment using kr?","Dear [GENDER_1], could you confirm your account [ACCOUNTNUMBER_1] for the primary care facilities bill payment using [CURRENCYSYMBOL_1]?",34256137,True
This month's payment of TT$863225.32 for the Literacy program was withdrawn from Savings Account (35874353) on 5/81.,This month's payment of [CURRENCYSYMBOL_1][AMOUNT_1] for the Literacy program was withdrawn from [ACCOUNTNAME_1] ([ACCOUNTNUMBER_1]) on [DATE_1].,35874353,True
"As part of Change Management, a training session is scheduled at 21 o'clock. Remember to use the IP 188.67.95.140 for signup. Should you have concerns, drop a mail on Jameson0@yahoo.com or call us at 63-904543-019465-8 using the 05255176.","As part of Change Management, a training session is scheduled at [TIME_1]. Remember to use the IP [IPV4_1] for signup. Should you have concerns, drop a mail on [EMAIL_1] or call us at [PHONEIMEI_1] using the [ACCOUNTNUMBER_1].",5255176,False
"Hi there! We're outlining the latest in risk management for Auto Loan Account numbers 31008193 and 19263796. For more info, please refer to our website https://yellow-tough-guy.biz/.","Hi there! We're outlining the latest in risk management for [ACCOUNTNAME_1] numbers [ACCOUNTNUMBER_1] and [ACCOUNTNUMBER_2]. For more info, please refer to our website [URL_1].",31008193,True
"We are drafting a new product agreement for our client, and we need a detailed risk analysis for the Credit Card Account and the assigned account number 82854954 as part of the agreement. Please also analyze the legal implication of the IBAN number BR6510782652379430051482578W3.","We are drafting a new product agreement for our client, and we need a detailed risk analysis for the [ACCOUNTNAME_1] and the assigned account number [ACCOUNTNUMBER_1] as part of the agreement. Please also analyze the legal implication of the IBAN number [IBAN_1].",82854954,True
"Dear Mrs. Abshire, a sudden payment of P99.8719k from account 06570147 has been informed through your bank, Anderson and Sons. Please inquire.","Dear [PREFIX_1] [LASTNAME_1], a sudden payment of [CURRENCYSYMBOL_1][AMOUNT_1] from account [ACCOUNTNUMBER_1] has been informed through your bank, [COMPANYNAME_1]. Please inquire.",6570147,True
"Payment will be done to your Lebanese Pound 69642496. As a Administrator, what is your perspective related to the interaction between the financial status given by your 556179.88 salary and one's psychological state?","Payment will be done to your [CURRENCY_1] [ACCOUNTNUMBER_1]. As a [JOBTYPE_1], what is your perspective related to the interaction between the financial status given by your [AMOUNT_1] salary and one's psychological state?",69642496,False
We want to take a necessary step towards improving our business workflow by introducing automated payment processing. Could you please ensure the Azerbaijanian Manat transactions made to account number 37139931 are automated accurately?,We want to take a necessary step towards improving our business workflow by introducing automated payment processing. Could you please ensure the [CURRENCY_1] transactions made to account number [ACCOUNTNUMBER_1] are automated accurately?,37139931,True
"To comply with the Employment Law Section C.34, we are required to ensure all employee contracts are up to date. As Internal Markets Analyst, can you make sure there are no missing fields associated with Savings Account and 99346006?","To comply with the Employment Law Section C.34, we are required to ensure all employee contracts are up to date. As [JOBTITLE_1], can you make sure there are no missing fields associated with [ACCOUNTNAME_1] and [ACCOUNTNUMBER_1]?",99346006,True
"Get in touch through account 60181106 for tax planning in $. Better the planning, lesser the tax.","Get in touch through account [ACCOUNTNUMBER_1] for tax planning in [CURRENCYSYMBOL_1]. Better the planning, lesser the tax.",60181106,True
Question Home Loan Account's recent stock purchase. Their 21483511 shows suspicious activity.,Question [ACCOUNTNAME_1]'s recent stock purchase. Their [ACCOUNTNUMBER_1] shows suspicious activity.,21483511,True
"Please find enclosed document regarding the recent international law case. If you have questions, do not hesitate to contact me at this (233) 3023511. All documents to include GFNBUA0S and 77252487.","Please find enclosed document regarding the recent international law case. If you have questions, do not hesitate to contact me at this [PHONENUMBER_1]. All documents to include [BIC_1] and [ACCOUNTNUMBER_1].",77252487,False
"Security law infringement observed on account Savings Account, 37234268; please seek advice here: https://competent-oncology.info/.","Security law infringement observed on account [ACCOUNTNAME_1], [ACCOUNTNUMBER_1]; please seek advice here: [URL_1].",37234268,True
"In case you receive a call from 62170335, ensure to ask for the NciLAdcDD6Ww. This is our new safety protocol.","In case you receive a call from [ACCOUNTNUMBER_1], ensure to ask for the [PASSWORD_1]. This is our new safety protocol.",62170335,False
"Our gender study on geriatric patients, mainly females aged 5, has revealed some interesting results. To access the full study, use this https://white-circumference.net/. And for further reference, please use the account number 45893573.","Our gender study on geriatric patients, mainly females aged [AGE_1], has revealed some interesting results. To access the full study, use this [URL_1]. And for further reference, please use the account number [ACCOUNTNUMBER_1].",45893573,True
"If Weimann, Konopelski and Muller forces unpaid overtime for Personal Loan Account 28818980 without informing you, that's against the law.","If [COMPANYNAME_1] forces unpaid overtime for [ACCOUNTNAME_1] [ACCOUNTNUMBER_1] without informing you, that's against the law.",28818980,True
"Hettie's estate planning is underway. We discussed including her residential properties at Clarendon Road 68483, Strosinside. She also wants to manage her financial account 52180014. Upcoming steps include finalizing her will and setting up possible trusts.","[FIRSTNAME_1]'s estate planning is underway. We discussed including her residential properties at [STREET_1] [BUILDINGNUMBER_1], [CITY_1]. She also wants to manage her financial account [ACCOUNTNUMBER_1]. Upcoming steps include finalizing her will and setting up possible trusts.",52180014,True
Organise parent-teacher meetings through Savings Account at 87071926. Get parents involved in classroom management. Their support essential.,Organise parent-teacher meetings through [ACCOUNTNAME_1] at [ACCOUNTNUMBER_1]. Get parents involved in classroom management. Their support essential.,87071926,True
Please schedule an appointment for the patient with 16520136 checking account on 16th November. The account name is Credit Card Account and the patient resides at Suite 663.,Please schedule an appointment for the patient with [ACCOUNTNUMBER_1] checking account on [DATE_1]. The account name is [ACCOUNTNAME_1] and the patient resides at [SECONDARYADDRESS_1].,16520136,False
CLEARANCE REQUIRED: The new continuity plan requires account 47601864 to be updated with correct 30614-2628 information. The deadline for this is 6:32pm.,CLEARANCE REQUIRED: The new continuity plan requires account [ACCOUNTNUMBER_1] to be updated with correct [ZIPCODE_1] information. The deadline for this is [TIME_1].,47601864,True
Creating a difference in Response education. Contribute funds to our account 23261650. Please confirm upon process.,Creating a difference in [JOBAREA_1] education. Contribute funds to our account [ACCOUNTNUMBER_1]. Please confirm upon process.,23261650,True
"Zane, rest assured that your payment for our clinical trials will be transferred in your account 40410295 promptly in Won. Your efforts are greatly valued!","[FIRSTNAME_1], rest assured that your payment for our clinical trials will be transferred in your account [ACCOUNTNUMBER_1] promptly in [CURRENCY_1]. Your efforts are greatly valued!",40410295,True
"As your Assistant, I am required to advise you on the new Banking laws which mandate updating your DeDTDgSaP1Vr and revalidating your CH1090853PZ83938Q3D46 for your Personal Loan Account number 25038585.","As your [JOBTYPE_1], I am required to advise you on the new Banking laws which mandate updating your [PASSWORD_1] and revalidating your [IBAN_1] for your [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1].",25038585,True
"Miss Simeon Schimmel, we're writing to inform you about a critical situation that may affect your account 34848710, named Investment Account. The IBAN connected to this account, SA02553154344106UG19B531, has been flagged for suspicious activities. Please reply for further instructions.","[PREFIX_1] [FIRSTNAME_1] [LASTNAME_1], we're writing to inform you about a critical situation that may affect your account [ACCOUNTNUMBER_1], named [ACCOUNTNAME_1]. The IBAN connected to this account, [IBAN_1], has been flagged for suspicious activities. Please reply for further instructions.",34848710,True
"11. 'Mr. Enrico, we have executed the auto-debit of 852k$ for your Money Market Account ending with 06731976 on 1938-06-10T03:45:20.014Z.'","11. '[PREFIX_1] [FIRSTNAME_1], we have executed the auto-debit of [AMOUNT_1][CURRENCYSYMBOL_1] for your [ACCOUNTNAME_1] ending with [ACCOUNTNUMBER_1] on [DATE_1].'",6731976,True
"Dear participant, for the security of your account: 87571447, your detailed test reports will be shared via encrypted communication. Use your device with IMEI number 07-470634-847479-5 to open the files.","Dear participant, for the security of your account: [ACCOUNTNUMBER_1], your detailed test reports will be shared via encrypted communication. Use your device with IMEI number [PHONEIMEI_1] to open the files.",87571447,True
"Product Tactics Specialist for Swaniawski, Considine and Hoeger, Fay Murazik, brought up a legal ethics case regarding payment issues. The account, Credit Card Account, number 31992844 was charged a suspicious 568234.40 B/..","[JOBTITLE_1] for [COMPANYNAME_1], [FIRSTNAME_1] [LASTNAME_1], brought up a legal ethics case regarding payment issues. The account, [ACCOUNTNAME_1], number [ACCOUNTNUMBER_1] was charged a suspicious [AMOUNT_1] [CURRENCYSYMBOL_1].",31992844,True
"Account 45207247's connections to 3yPe6oaThr4KqWUSZTp3L52fe2Z4u83oXc potentially skirt corporate law. Our primary Product Integration Designer, Kailey Harper, needs to oversee this matter.","Account [ACCOUNTNUMBER_1]'s connections to [BITCOINADDRESS_1] potentially skirt corporate law. Our primary [JOBTITLE_1], [FIRSTNAME_1] [MIDDLENAME_1], needs to oversee this matter.",45207247,True
"Our shipment to Polk County is delayed. Can you check the status with https://jumpy-manifestation.com? Use Auto Loan Account, account number 65480257.","Our shipment to [COUNTY_1] is delayed. Can you check the status with [URL_1]? Use [ACCOUNTNAME_1], account number [ACCOUNTNUMBER_1].",65480257,True
"Subject: Important Medical Bill Information
Hello Rebeka
We are writing regarding your recent medical expenses. We hope our services met your expectations. The cost total due is ₡0.00b, please use the account 71379631 for the payment. Thank you!","Subject: Important Medical Bill Information
Hello [FIRSTNAME_1]
We are writing regarding your recent medical expenses. We hope our services met your expectations. The cost total due is [CURRENCYSYMBOL_1][AMOUNT_1], please use the account [ACCOUNTNUMBER_1] for the payment. Thank you!",71379631,True
Do more to make your wellness journey easier. Ensure you're using compatible browser version (Mozilla/5.0 (X11; Linux i686; rv:7.6) Gecko/20100101 Firefox/7.6.6) for seamless online interactions. Donations can be sent to 19013883 Money Market Account.,Do more to make your wellness journey easier. Ensure you're using compatible browser version ([USERAGENT_1]) for seamless online interactions. Donations can be sent to [ACCOUNTNUMBER_1] [ACCOUNTNAME_1].,19013883,False
"For art supplies, charge to the account Auto Loan Account with number 05061344. Thank you.","For art supplies, charge to the account [ACCOUNTNAME_1] with number [ACCOUNTNUMBER_1]. Thank you.",5061344,True
"Dr. Sibyl Bowie Cremin is hereby accused of violating consumer protection laws by misleading customers into contracts with terms that are vague and unclear. The offender lives at Rolfson Trafficway 69304 New Devonte, Ile-de-France 40490. The account involved in the issue is Money Market Account with 95113063.","[PREFIX_1] [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] is hereby accused of violating consumer protection laws by misleading customers into contracts with terms that are vague and unclear. The offender lives at [STREET_1] [BUILDINGNUMBER_1] [CITY_1], [STATE_1] [ZIPCODE_1]. The account involved in the issue is [ACCOUNTNAME_1] with [ACCOUNTNUMBER_1].",95113063,True
